  0.0000000e+00  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0432483e-05  3.0432483e-05  2.8477570e-18  3.6064466e-32  3.8540200e-19  3.8540200e-19  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  3.7500000e-03  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0433624e-05  3.0433624e-05  2.8477570e-18  3.6064466e-32 -3.4236543e-09 -3.4236543e-09  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  7.5000000e-03  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0435907e-05  3.0435907e-05  2.8477570e-18  3.6064466e-32 -1.0271091e-08 -1.0271091e-08  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  1.1250000e-02  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0439331e-05  3.0439331e-05  2.8477570e-18  3.6064466e-32 -2.0542568e-08 -2.0542568e-08  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  1.5000000e-02  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0443896e-05  3.0443896e-05  2.8477570e-18  3.6064466e-32 -3.4238469e-08 -3.4238469e-08  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  1.8750000e-02  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0449603e-05  3.0449603e-05  2.8477570e-18  3.6064466e-32 -5.1359309e-08 -5.1359309e-08  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  2.2500000e-02  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0456452e-05  3.0456452e-05  2.8477570e-18  3.6064466e-32 -7.1905729e-08 -7.1905729e-08  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  2.6250000e-02  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0464443e-05  3.0464443e-05  2.8477570e-18  3.6064466e-32 -9.5878499e-08 -9.5878499e-08  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  3.0000000e-02  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0473576e-05  3.0473576e-05  2.8477570e-18  3.6064466e-32 -1.2327852e-07 -1.2327852e-07  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  3.3750000e-02  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0483852e-05  3.0483852e-05  2.8477570e-18  3.6064466e-32 -1.5410682e-07 -1.5410682e-07  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
  3.7500000e-02  2.3679917e-24  2.5305484e-11  2.5305484e-11  2.3679917e-24  2.8477570e-18  3.0495271e-05  3.0495271e-05  2.8477570e-18  3.6064466e-32 -1.8836455e-07 -1.8836455e-07  3.6064466e-32  3.7978110e-52  4.0585210e-39  4.0585210e-39  3.7978110e-52
