 -5.0000000e+00  3.8461538e-02
 -4.9899900e+00  4.0585265e-02
 -4.9799800e+00  4.2449670e-02
 -4.9699700e+00  4.4069396e-02
 -4.9599600e+00  4.5458603e-02
 -4.9499499e+00  4.6630974e-02
 -4.9399399e+00  4.7599726e-02
 -4.9299299e+00  4.8377623e-02
 -4.9199199e+00  4.8976985e-02
 -4.9099099e+00  4.9409695e-02
 -4.8998999e+00  4.9687215e-02
 -4.8898899e+00  4.9820588e-02
 -4.8798799e+00  4.9820455e-02
 -4.8698699e+00  4.9697061e-02
 -4.8598599e+00  4.9460263e-02
 -4.8498498e+00  4.9119542e-02
 -4.8398398e+00  4.8684009e-02
 -4.8298298e+00  4.8162418e-02
 -4.8198198e+00  4.7563170e-02
 -4.8098098e+00  4.6894324e-02
 -4.7997998e+00  4.6163607e-02
 -4.7897898e+00  4.5378417e-02
 -4.7797798e+00  4.4545838e-02
 -4.7697698e+00  4.3672644e-02
 -4.7597598e+00  4.2765304e-02
 -4.7497497e+00  4.1829998e-02
 -4.7397397e+00  4.0872618e-02
 -4.7297297e+00  3.9898776e-02
 -4.7197197e+00  3.8913814e-02
 -4.7097097e+00  3.7922811e-02
 -4.6996997e+00  3.6930586e-02
 -4.6896897e+00  3.5941711e-02
 -4.6796797e+00  3.4960513e-02
 -4.6696697e+00  3.3991085e-02
 -4.6596597e+00  3.3037287e-02
 -4.6496496e+00  3.2102759e-02
 -4.6396396e+00  3.1190923e-02
 -4.6296296e+00  3.0304989e-02
 -4.6196196e+00  2.9447965e-02
 -4.6096096e+00  2.8622660e-02
 -4.5995996e+00  2.7831689e-02
 -4.5895896e+00  2.7077484e-02
 -4.5795796e+00  2.6362293e-02
 -4.5695696e+00  2.5688190e-02
 -4.5595596e+00  2.5057080e-02
 -4.5495495e+00  2.4470704e-02
 -4.5395395e+00  2.3930643e-02
 -4.5295295e+00  2.3438325e-02
 -4.5195195e+00  2.2995030e-02
 -4.5095095e+00  2.2601892e-02
 -4.4994995e+00  2.2259910e-02
 -4.4894895e+00  2.1969947e-02
 -4.4794795e+00  2.1732738e-02
 -4.4694695e+00  2.1548893e-02
 -4.4594595e+00  2.1418901e-02
 -4.4494494e+00  2.1343138e-02
 -4.4394394e+00  2.1321868e-02
 -4.4294294e+00  2.1355247e-02
 -4.4194194e+00  2.1443330e-02
 -4.4094094e+00  2.1586072e-02
 -4.3993994e+00  2.1783335e-02
 -4.3893894e+00  2.2034889e-02
 -4.3793794e+00  2.2340418e-02
 -4.3693694e+00  2.2699524e-02
 -4.3593594e+00  2.3111728e-02
 -4.3493493e+00  2.3576476e-02
 -4.3393393e+00  2.4093141e-02
 -4.3293293e+00  2.4661028e-02
 -4.3193193e+00  2.5279378e-02
 -4.3093093e+00  2.5947366e-02
 -4.2992993e+00  2.6664112e-02
 -4.2892893e+00  2.7428678e-02
 -4.2792793e+00  2.8240074e-02
 -4.2692693e+00  2.9097261e-02
 -4.2592593e+00  2.9999151e-02
 -4.2492492e+00  3.0944614e-02
 -4.2392392e+00  3.1932479e-02
 -4.2292292e+00  3.2961534e-02
 -4.2192192e+00  3.4030535e-02
 -4.2092092e+00  3.5138201e-02
 -4.1991992e+00  3.6283223e-02
 -4.1891892e+00  3.7464262e-02
 -4.1791792e+00  3.8679953e-02
 -4.1691692e+00  3.9928910e-02
 -4.1591592e+00  4.1209723e-02
 -4.1491491e+00  4.2520964e-02
 -4.1391391e+00  4.3861188e-02
 -4.1291291e+00  4.5228934e-02
 -4.1191191e+00  4.6622730e-02
 -4.1091091e+00  4.8041092e-02
 -4.0990991e+00  4.9482527e-02
 -4.0890891e+00  5.0945535e-02
 -4.0790791e+00  5.2428612e-02
 -4.0690691e+00  5.3930248e-02
 -4.0590591e+00  5.5448933e-02
 -4.0490490e+00  5.6983156e-02
 -4.0390390e+00  5.8531408e-02
 -4.0290290e+00  6.0092183e-02
 -4.0190190e+00  6.1663978e-02
 -4.0090090e+00  6.3245297e-02
 -3.9989990e+00  6.4834652e-02
 -3.9889890e+00  6.6430562e-02
 -3.9789790e+00  6.8031557e-02
 -3.9689690e+00  6.9636178e-02
 -3.9589590e+00  7.1242978e-02
 -3.9489489e+00  7.2850525e-02
 -3.9389389e+00  7.4457400e-02
 -3.9289289e+00  7.6062200e-02
 -3.9189189e+00  7.7663541e-02
 -3.9089089e+00  7.9260053e-02
 -3.8988989e+00  8.0850389e-02
 -3.8888889e+00  8.2433218e-02
 -3.8788789e+00  8.4007233e-02
 -3.8688689e+00  8.5571146e-02
 -3.8588589e+00  8.7123693e-02
 -3.8488488e+00  8.8663631e-02
 -3.8388388e+00  9.0189744e-02
 -3.8288288e+00  9.1700836e-02
 -3.8188188e+00  9.3195741e-02
 -3.8088088e+00  9.4673315e-02
 -3.7987988e+00  9.6132444e-02
 -3.7887888e+00  9.7572036e-02
 -3.7787788e+00  9.8991032e-02
 -3.7687688e+00  1.0038840e-01
 -3.7587588e+00  1.0176313e-01
 -3.7487487e+00  1.0311425e-01
