 -1.0000000e+00 -2.2433331e-03
 -9.9799800e-01 -1.3636571e+02
 -9.9599600e-01 -2.4354334e+02
 -9.9399399e-01 -3.2573708e+02
 -9.9199199e-01 -3.8666169e+02
 -9.8998999e-01 -4.2959306e+02
 -9.8798799e-01 -4.5741226e+02
 -9.8598599e-01 -4.7264572e+02
 -9.8398398e-01 -4.7750193e+02
 -9.8198198e-01 -4.7390467e+02
 -9.7997998e-01 -4.6352340e+02
 -9.7797798e-01 -4.4780072e+02
 -9.7597598e-01 -4.2797732e+02
 -9.7397397e-01 -4.0511464e+02
 -9.7197197e-01 -3.8011526e+02
 -9.6996997e-01 -3.5374139e+02
 -9.6796797e-01 -3.2663155e+02
 -9.6596597e-01 -2.9931555e+02
 -9.6396396e-01 -2.7222805e+02
 -9.6196196e-01 -2.4572059e+02
 -9.5995996e-01 -2.2007252e+02
 -9.5795796e-01 -1.9550070e+02
 -9.5595596e-01 -1.7216814e+02
 -9.5395395e-01 -1.5019176e+02
 -9.5195195e-01 -1.2964925e+02
 -9.4994995e-01 -1.1058511e+02
 -9.4794795e-01 -9.3016106e+01
 -9.4594595e-01 -7.6935927e+01
 -9.4394394e-01 -6.2319404e+01
 -9.4194194e-01 -4.9126136e+01
 -9.3993994e-01 -3.7303673e+01
 -9.3793794e-01 -2.6790276e+01
 -9.3593594e-01 -1.7517304e+01
 -9.3393393e-01 -9.4112591e+00
 -9.3193193e-01 -2.3955445e+00
 -9.2992993e-01  3.6080561e+00
 -9.2792793e-01  8.6781288e+00
 -9.2592593e-01  1.2892591e+01
 -9.2392392e-01  1.6327835e+01
 -9.2192192e-01  1.9058043e+01
 -9.1991992e-01  2.1154628e+01
 -9.1791792e-01  2.2685815e+01
 -9.1591592e-01  2.3716324e+01
 -9.1391391e-01  2.4307142e+01
 -9.1191191e-01  2.4515382e+01
 -9.0990991e-01  2.4394205e+01
 -9.0790791e-01  2.3992804e+01
 -9.0590591e-01  2.3356434e+01
 -9.0390390e-01  2.2526483e+01
