 -1.0000000e+00  2.4492936e-16
 -9.9799800e-01  1.2578618e-02
 -9.9599600e-01  2.5155245e-02
 -9.9399399e-01  3.7727893e-02
 -9.9199199e-01  5.0294570e-02
 -9.8998999e-01  6.2853290e-02
 -9.8798799e-01  7.5402065e-02
 -9.8598599e-01  8.7938908e-02
 -9.8398398e-01  1.0046184e-01
 -9.8198198e-01  1.1296887e-01
 -9.7997998e-01  1.2545803e-01
 -9.7797798e-01  1.3792734e-01
 -9.7597598e-01  1.5037482e-01
 -9.7397397e-01  1.6279851e-01
 -9.7197197e-01  1.7519644e-01
 -9.6996997e-01  1.8756665e-01
 -9.6796797e-01  1.9990719e-01
 -9.6596597e-01  2.1221609e-01
 -9.6396396e-01  2.2449141e-01
 -9.6196196e-01  2.3673121e-01
 -9.5995996e-01  2.4893355e-01
 -9.5795796e-01  2.6109651e-01
 -9.5595596e-01  2.7321815e-01
 -9.5395395e-01  2.8529657e-01
 -9.5195195e-01  2.9732984e-01
 -9.4994995e-01  3.0931606e-01
 -9.4794795e-01  3.2125334e-01
 -9.4594595e-01  3.3313979e-01
 -9.4394394e-01  3.4497353e-01
 -9.4194194e-01  3.5675269e-01
 -9.3993994e-01  3.6847539e-01
 -9.3793794e-01  3.8013980e-01
 -9.3593594e-01  3.9174405e-01
 -9.3393393e-01  4.0328632e-01
 -9.3193193e-01  4.1476478e-01
 -9.2992993e-01  4.2617761e-01
 -9.2792793e-01  4.3752301e-01
 -9.2592593e-01  4.4879918e-01
 -9.2392392e-01  4.6000434e-01
 -9.2192192e-01  4.7113671e-01
 -9.1991992e-01  4.8219453e-01
 -9.1791792e-01  4.9317606e-01
 -9.1591592e-01  5.0407956e-01
 -9.1391391e-01  5.1490329e-01
 -9.1191191e-01  5.2564555e-01
 -9.0990991e-01  5.3630464e-01
 -9.0790791e-01  5.4687888e-01
 -9.0590591e-01  5.5736658e-01
 -9.0390390e-01  5.6776609e-01
 -9.0190190e-01  5.7807576e-01
 -8.9989990e-01  5.8829397e-01
 -8.9789790e-01  5.9841909e-01
 -8.9589590e-01  6.0844952e-01
 -8.9389389e-01  6.1838368e-01
 -8.9189189e-01  6.2822000e-01
 -8.8988989e-01  6.3795691e-01
 -8.8788789e-01  6.4759288e-01
 -8.8588589e-01  6.5712639e-01
 -8.8388388e-01  6.6655591e-01
 -8.8188188e-01  6.7587997e-01
 -8.7987988e-01  6.8509709e-01
 -8.7787788e-01  6.9420581e-01
 -8.7587588e-01  7.0320468e-01
 -8.7387387e-01  7.1209229e-01
 -8.7187187e-01  7.2086722e-01
 -8.6986987e-01  7.2952809e-01
 -8.6786787e-01  7.3807353e-01
 -8.6586587e-01  7.4650219e-01
 -8.6386386e-01  7.5481273e-01
 -8.6186186e-01  7.6300383e-01
 -8.5985986e-01  7.7107421e-01
 -8.5785786e-01  7.7902259e-01
 -8.5585586e-01  7.8684770e-01
 -8.5385385e-01  7.9454830e-01
 -8.5185185e-01  8.0212319e-01
 -8.4984985e-01  8.0957116e-01
 -8.4784785e-01  8.1689104e-01
 -8.4584585e-01  8.2408166e-01
 -8.4384384e-01  8.3114188e-01
 -8.4184184e-01  8.3807060e-01
 -8.3983984e-01  8.4486671e-01
 -8.3783784e-01  8.5152914e-01
 -8.3583584e-01  8.5805683e-01
 -8.3383383e-01  8.6444876e-01
 -8.3183183e-01  8.7070390e-01
 -8.2982983e-01  8.7682128e-01
 -8.2782783e-01  8.8279991e-01
 -8.2582583e-01  8.8863887e-01
 -8.2382382e-01  8.9433721e-01
 -8.2182182e-01  8.9989405e-01
 -8.1981982e-01  9.0530850e-01
 -8.1781782e-01  9.1057970e-01
 -8.1581582e-01  9.1570683e-01
 -8.1381381e-01  9.2068906e-01
 -8.1181181e-01  9.2552562e-01
 -8.0980981e-01  9.3021573e-01
 -8.0780781e-01  9.3475866e-01
 -8.0580581e-01  9.3915368e-01
 -8.0380380e-01  9.4340010e-01
 -8.0180180e-01  9.4749725e-01
 -7.9979980e-01  9.5144447e-01
 -7.9779780e-01  9.5524116e-01
 -7.9579580e-01  9.5888669e-01
 -7.9379379e-01  9.6238051e-01
 -7.9179179e-01  9.6572205e-01
 -7.8978979e-01  9.6891078e-01
 -7.8778779e-01  9.7194621e-01
 -7.8578579e-01  9.7482785e-01
 -7.8378378e-01  9.7755524e-01
 -7.8178178e-01  9.8012795e-01
 -7.7977978e-01  9.8254559e-01
 -7.7777778e-01  9.8480775e-01
 -7.7577578e-01  9.8691410e-01
 -7.7377377e-01  9.8886428e-01
 -7.7177177e-01  9.9065800e-01
 -7.6976977e-01  9.9229497e-01
 -7.6776777e-01  9.9377493e-01
 -7.6576577e-01  9.9509765e-01
 -7.6376376e-01  9.9626291e-01
 -7.6176176e-01  9.9727054e-01
